id,dataset,split,question,prediction,answers,agent,raw_prediction,correct
WebQTest-266,webqsp,test,what is there to do for fun in kansas city?,"Kansas City offers a mix of culture, food, and entertainment. Key highlights include:

*   **Explore distinct neighborhoods** like the Crossroads Arts District (galleries, First Fridays) and the Country Club Plaza (Spanish architecture, shopping).
*   **Immerse in music history** at the American Jazz Museum or catch live jazz at venues like the Green Lady Lounge.
*   **Visit world-class museums** such as the Nelson-Atkins Museum of Art and the National WWI Museum.
*   **Enjoy famous Kansas City BBQ** at legendary spots like Joe's Kansas City or Arthur Bryant's.
*   **Cheer on professional sports** teams like the Chiefs (NFL) or Sporting KC (MLS).
*   **Experience family attractions** like the Kansas City Zoo, Science City, or shopping at the City Market.","['Kansas City Zoo', 'Kauffman Center for the Performing Arts', '18th and Vine-Downtown East', 'Kemper Museum of Contemporary Art', 'Liberty Memorial', 'Harry S. Truman Presidential Library and Museum', 'Crown Center', 'Worlds of Fun', 'Sprint Center', 'Negro Leagues Baseball Museum', 'Boulevard Brewing Company', 'Oceans of Fun', 'Hotel Phillips', 'Deer Creek Golf Course', 'Ewing and Muriel Kauffman Memorial Garden']",ToG,"Kansas City offers a mix of culture, food, and entertainment. Key highlights include:

*   **Explore distinct neighborhoods** like the Crossroads Arts District (galleries, First Fridays) and the Country Club Plaza (Spanish architecture, shopping).
*   **Immerse in music history** at the American Jazz Museum or catch live jazz at venues like the Green Lady Lounge.
*   **Visit world-class museums** such as the Nelson-Atkins Museum of Art and the National WWI Museum.
*   **Enjoy famous Kansas City BBQ** at legendary spots like Joe's Kansas City or Arthur Bryant's.
*   **Cheer on professional sports** teams like the Chiefs (NFL) or Sporting KC (MLS).
*   **Experience family attractions** like the Kansas City Zoo, Science City, or shopping at the City Market.",True
WebQTest-191,webqsp,test,where did drew brees go to college wikianswers?,Drew Brees attended Purdue University.,"['Stanford Graduate School of Business', 'Purdue University']",ToG,Drew Brees attended Purdue University.,True
WebQTest-554,webqsp,test,what money do they use in spain?,Spain uses the **Euro (€)** as its official currency.,['Euro'],ToG,Spain uses the **Euro (€)** as its official currency.,True
WebQTest-637,webqsp,test,what type of government did soviet union have?,"The Soviet Union had a single-party communist government, officially a federal socialist republic, but in practice it was a highly centralized authoritarian state ruled by the Communist Party.","['Communist state', 'Socialist state', 'Soviet democracy', 'Parliamentary republic']",ToG,"The Soviet Union had a single-party communist government, officially a federal socialist republic, but in practice it was a highly centralized authoritarian state ruled by the Communist Party.",False
WebQTest-875,webqsp,test,where did hugo chavez go to school?,"Hugo Chávez attended the Military Academy of Venezuela, graduating in 1975. He later studied for a master's degree in political science at Simón Bolívar University, though he left the program before completing it.","['Julian Pino School', ""Daniel Florencio O'Leary School"", 'Simón Bolívar University', 'Bolivarian Military University of Venezuela']",ToG,"Hugo Chávez attended the Military Academy of Venezuela, graduating in 1975. He later studied for a master's degree in political science at Simón Bolívar University, though he left the program before completing it.",True
WebQTest-438,webqsp,test,what university did romney graduated from?,Mitt Romney graduated from Brigham Young University for his bachelor's degree and later earned joint JD and MBA degrees from Harvard University.,['Brigham Young University'],ToG,Mitt Romney graduated from Brigham Young University for his bachelor's degree and later earned joint JD and MBA degrees from Harvard University.,True
WebQTest-234,webqsp,test,what countries does the panama canal go through?,The Panama Canal is located entirely within **Panama**. It does not pass through any other country.,['Panama'],ToG,The Panama Canal is located entirely within **Panama**. It does not pass through any other country.,True
WebQTest-461,webqsp,test,where did clay matthews go to school?,Clay Matthews attended the University of Southern California (USC).,"['University of Southern California', 'Agoura High School']",ToG,Clay Matthews attended the University of Southern California (USC).,True
WebQTest-1441,webqsp,test,where all did picasso live?,"Pablo Picasso lived primarily in:

* **Spain:** Málaga (birth), Barcelona, and Madrid.
* **France:** Paris (main base), and later the South of France (Antibes, Vallauris, Cannes, Mougins).","['Málaga', 'Madrid', 'France']",ToG,"Pablo Picasso lived primarily in:

* **Spain:** Málaga (birth), Barcelona, and Madrid.
* **France:** Paris (main base), and later the South of France (Antibes, Vallauris, Cannes, Mougins).",True
WebQTest-1622,webqsp,test,what ocean is around hawaii?,The Pacific Ocean surrounds Hawaii.,['Pacific Ocean'],ToG,The Pacific Ocean surrounds Hawaii.,True
WebQTest-1757,webqsp,test,what did michael crabtree do?,"Michael Crabtree was an NFL wide receiver, best known for his eight seasons with the San Francisco 49ers (2009–2014) and for making the game-winning touchdown catch in the 2011 NFC Divisional Playoff against the Saints. He also played for the Raiders and Cardinals.","['Wide receiver', 'Athlete', 'American football player']",ToG,"Michael Crabtree was an NFL wide receiver, best known for his eight seasons with the San Francisco 49ers (2009–2014) and for making the game-winning touchdown catch in the 2011 NFC Divisional Playoff against the Saints. He also played for the Raiders and Cardinals.",True
WebQTest-1328,webqsp,test,what did hayes do?,"Rutherford B. Hayes served as the 19th U.S. President (1877–1881). His most consequential action was ending Reconstruction by withdrawing federal troops from the South, which led to the rollback of civil rights for African Americans. He also advocated for civil service reform and attempted to reconcile the divisions left by the Civil War.",['US President'],ToG,"Rutherford B. Hayes served as the 19th U.S. President (1877–1881). His most consequential action was ending Reconstruction by withdrawing federal troops from the South, which led to the rollback of civil rights for African Americans. He also advocated for civil service reform and attempted to reconcile the divisions left by the Civil War.",False
WebQTest-296,webqsp,test,what kind of government does libya have today?,"Libya does not have a single unified national government. It is divided between two rival administrations:

*   The **Government of National Unity (GNU)**, based in Tripoli and led by Prime Minister Abdul Hamid Dbeibah, is internationally recognized.
*   The **Government of National Stability (GNS)**, based in the east and led by Prime Minister Osama Hamada, is backed by the Libyan National Army (LNA).

A stalled political process and the presence of armed militias mean Libya remains in a state of protracted conflict and instability.","['Provisional government', 'Parliamentary republic']",ToG,"Libya does not have a single unified national government. It is divided between two rival administrations:

*   The **Government of National Unity (GNU)**, based in Tripoli and led by Prime Minister Abdul Hamid Dbeibah, is internationally recognized.
*   The **Government of National Stability (GNS)**, based in the east and led by Prime Minister Osama Hamada, is backed by the Libyan National Army (LNA).

A stalled political process and the presence of armed militias mean Libya remains in a state of protracted conflict and instability.",False
WebQTest-527,webqsp,test,what country borders slovakia?,"Slovakia is bordered by five countries: Austria, the Czech Republic, Poland, Ukraine, and Hungary.","['Czech Republic', 'Hungary', 'Poland', 'Ukraine', 'Austria']",ToG,"Slovakia is bordered by five countries: Austria, the Czech Republic, Poland, Ukraine, and Hungary.",True
WebQTest-2001,webqsp,test,who won the 2000 fa cup final?,"Chelsea won the 2000 FA Cup final, beating Aston Villa 1–0.",['Chelsea F.C.'],ToG,"Chelsea won the 2000 FA Cup final, beating Aston Villa 1–0.",False
WebQTest-1997,webqsp,test,who does owen schmitt play for?,Owen Schmitt last played professionally for the **Florida Tuskers** of the United Football League (UFL) in 2010. He is best known for his time as a fullback with the **Seattle Seahawks** (2008–2010) in the NFL.,['Seattle Seahawks'],ToG,Owen Schmitt last played professionally for the **Florida Tuskers** of the United Football League (UFL) in 2010. He is best known for his time as a fullback with the **Seattle Seahawks** (2008–2010) in the NFL.,True
WebQTest-1848,webqsp,test,what instrument does louis armstrong?,Trumpet (and cornet). He was also famous for his distinctive singing voice.,"['Cornet', 'Trumpet']",ToG,Trumpet (and cornet). He was also famous for his distinctive singing voice.,True
WebQTest-482,webqsp,test,who plays blaine in batman?,"Blaine is not a character in any main Batman film or series. You might be thinking of **Bane**, who is played by:

* **Tom Hardy** in *The Dark Knight Rises* (2012)
* **Robert Swenson** in *Batman & Robin* (1997)
* **Shane West** in the TV series *Gotham*","['Matthew Wagner', 'Danny Trejo', 'Carlos Alazraqui', 'Tom Hardy']",ToG,"Blaine is not a character in any main Batman film or series. You might be thinking of **Bane**, who is played by:

* **Tom Hardy** in *The Dark Knight Rises* (2012)
* **Robert Swenson** in *Batman & Robin* (1997)
* **Shane West** in the TV series *Gotham*",True
WebQTest-1780,webqsp,test,who does michael oher play for in 2010?,"In 2010, Michael Oher played for the Baltimore Ravens in the NFL.",['Baltimore Ravens'],ToG,"In 2010, Michael Oher played for the Baltimore Ravens in the NFL.",True
WebQTest-504,webqsp,test,who was philip in acts chapter 8?,"In Acts 8, Philip was one of the seven chosen to serve the early church (Acts 6:5). After persecution scattered believers from Jerusalem, he preached in Samaria, performed miracles, and later baptized an Ethiopian eunuch after being directed by an angel.",['Apostle Philip'],ToG,"In Acts 8, Philip was one of the seven chosen to serve the early church (Acts 6:5). After persecution scattered believers from Jerusalem, he preached in Samaria, performed miracles, and later baptized an Ethiopian eunuch after being directed by an angel.",False
WebQTest-410,webqsp,test,what are the major cities in ukraine?,"The major cities in Ukraine by population are:

1.  **Kyiv (Kyiv)** – The capital and largest city.
2.  **Kharkiv** – Major industrial and educational center in the east.
3.  **Odesa** – Key seaport on the Black Sea.
4.  **Dnipro** – Important industrial hub on the Dnieper River.
5.  **Donetsk** – Currently occupied and heavily damaged; was a major city in the east.
6.  **Lviv** – Cultural and historical center in western Ukraine.
7.  **Zaporizhzhia** – Known for its industry and the nearby nuclear power plant.
8.  **Kryvyi Rih** – Major industrial city, especially for mining and steel.

*Note: The status and population of cities like Donetsk and Mariupol have been significantly affected by the war.*",['Kiev'],ToG,"The major cities in Ukraine by population are:

1.  **Kyiv (Kyiv)** – The capital and largest city.
2.  **Kharkiv** – Major industrial and educational center in the east.
3.  **Odesa** – Key seaport on the Black Sea.
4.  **Dnipro** – Important industrial hub on the Dnieper River.
5.  **Donetsk** – Currently occupied and heavily damaged; was a major city in the east.
6.  **Lviv** – Cultural and historical center in western Ukraine.
7.  **Zaporizhzhia** – Known for its industry and the nearby nuclear power plant.
8.  **Kryvyi Rih** – Major industrial city, especially for mining and steel.

*Note: The status and population of cities like Donetsk and Mariupol have been significantly affected by the war.*",False
WebQTest-2005,webqsp,test,who plays bob kelso in scrubs?,Ken Jenkins plays Dr. Bob Kelso in *Scrubs*.,['Ken Jenkins'],ToG,Ken Jenkins plays Dr. Bob Kelso in *Scrubs*.,True
WebQTest-1894,webqsp,test,what baseball team was jackie robinson on?,"Jackie Robinson played for the Brooklyn Dodgers for his entire Major League career, from 1947 to 1956.","['Kansas City Monarchs', 'Montreal Royals', 'Brooklyn Dodgers']",ToG,"Jackie Robinson played for the Brooklyn Dodgers for his entire Major League career, from 1947 to 1956.",True
WebQTest-1303,webqsp,test,what other movies is josh hutcherson in?,"Josh Hutcherson is known for starring in:

* **The Hunger Games** series (as Peeta Mellark)
* **The Kids Are All Right**
* **Bridge to Terabithia**
* **Journey to the Center of the Earth** (2008)
* **Five Nights at Freddy's**
* **Future Man** (TV series)","['In Dubious Battle', 'The Long Home', 'Bridge to Terabithia', ""Cirque du Freak: The Vampire's Assistant"", 'Firehouse Dog', 'Winged Creatures', 'Party Wagon', 'Journey to the Center of the Earth', 'One Last Ride', 'Wilder Days', 'Miracle Dogs', 'Kicking & Screaming', 'Red Dawn', 'Motocross Kids', 'Zathura', 'The Kids Are All Right', 'The Forger', 'The Polar Express', 'RV', 'Little Manhattan', 'Journey 2: The Mysterious Island', 'American Splendor', 'Detention', 'House Blend', 'The Hunger Games', '7 Days in Havana', 'The Third Rule', 'Epic', 'The Hunger Games: Catching Fire', 'The Hunger Games: Mockingjay, Part 1', 'The Hunger Games: Mockingjay, Part 2', 'Escobar: Paradise Lost']",ToG,"Josh Hutcherson is known for starring in:

* **The Hunger Games** series (as Peeta Mellark)
* **The Kids Are All Right**
* **Bridge to Terabithia**
* **Journey to the Center of the Earth** (2008)
* **Five Nights at Freddy's**
* **Future Man** (TV series)",True
WebQTest-1017,webqsp,test,who plays charlie in the santa clause movies?,"Charlie is played by Eric Lloyd as a child in the main trilogy, and by actor Tim Allen in a cameo as an adult in *The Santa Clause 3*.",['Eric Lloyd'],ToG,"Charlie is played by Eric Lloyd as a child in the main trilogy, and by actor Tim Allen in a cameo as an adult in *The Santa Clause 3*.",True
WebQTest-1526,webqsp,test,how many languages do they speak in switzerland?,"Switzerland has four national languages: German, French, Italian, and Romansh.","['Italian Language', 'German Language', 'French', 'Romansh language']",ToG,"Switzerland has four national languages: German, French, Italian, and Romansh.",True
WebQTest-634,webqsp,test,what county is san antonio in?,"San Antonio is primarily in **Bexar County**, Texas.","['Comal County', 'Medina County', 'Bexar County']",ToG,"San Antonio is primarily in **Bexar County**, Texas.",True
WebQTest-698,webqsp,test,who is robin roberts father?,"Robin Roberts' father was Lawrence E. Roberts Sr., a Tuskegee Airman and a colonel in the U.S. Air Force.",['Lawrence E. Roberts'],ToG,"Robin Roberts' father was Lawrence E. Roberts Sr., a Tuskegee Airman and a colonel in the U.S. Air Force.",True
WebQTest-1708,webqsp,test,what are dallas cowboys colors?,"The Dallas Cowboys' official colors are royal blue, metallic silver, and white.","['Blue', 'Navy Blue', 'Silver', 'Royal blue', 'White']",ToG,"The Dallas Cowboys' official colors are royal blue, metallic silver, and white.",True
WebQTest-1990,webqsp,test,who plays timon's voice in the lion king?,"Nathan Lane voiced Timon in the original 1994 animated *The Lion King*. In the 2019 photorealistic remake, Billy Eichner voiced the character.",['Nathan Lane'],ToG,"Nathan Lane voiced Timon in the original 1994 animated *The Lion King*. In the 2019 photorealistic remake, Billy Eichner voiced the character.",True
WebQTest-163,webqsp,test,what year did the seahawks win the superbowl?,"The Seattle Seahawks won Super Bowl XLVIII in the 2013 season, which took place in February 2014.",['Super Bowl XLVIII'],ToG,"The Seattle Seahawks won Super Bowl XLVIII in the 2013 season, which took place in February 2014.",True
WebQTest-1566,webqsp,test,what kind of guitar john mayer?,"John Mayer primarily plays electric guitars, most famously his custom Fender Stratocasters (especially his signature ""Super Eagle"" and ""Black1"" models). He also frequently uses PRS Silver Sky models, which he helped design. For acoustic performances, he often plays Martin and Taylor guitars.",['Fender Stratocaster'],ToG,"John Mayer primarily plays electric guitars, most famously his custom Fender Stratocasters (especially his signature ""Super Eagle"" and ""Black1"" models). He also frequently uses PRS Silver Sky models, which he helped design. For acoustic performances, he often plays Martin and Taylor guitars.",True
WebQTest-1614,webqsp,test,what religion was king louis xiv?,King Louis XIV was a devout Roman Catholic.,['Catholicism'],ToG,King Louis XIV was a devout Roman Catholic.,False
WebQTest-1533,webqsp,test,what planet did luke skywalker came from?,Luke Skywalker was from the desert planet Tatooine.,['Polis Massa'],ToG,Luke Skywalker was from the desert planet Tatooine.,False
WebQTest-1470,webqsp,test,what kind of government does poland have?,"Poland is a parliamentary republic with a multi-party system. It has a President as the head of state and a Prime Minister as the head of government. Its structure is defined by its Constitution, which establishes a separation of powers among the executive, legislative, and judicial branches.","['Democracy', 'Parliamentary republic']",ToG,"Poland is a parliamentary republic with a multi-party system. It has a President as the head of state and a Prime Minister as the head of government. Its structure is defined by its Constitution, which establishes a separation of powers among the executive, legislative, and judicial branches.",True
WebQTest-1557,webqsp,test,where do florida panthers play?,"The Florida Panthers play at the Amerant Bank Arena in Sunrise, Florida.","['BB&T Center', 'Miami Arena']",ToG,"The Florida Panthers play at the Amerant Bank Arena in Sunrise, Florida.",False
WebQTest-1917,webqsp,test,what did charles babbage discover?,"Charles Babbage is best known for designing the first mechanical computers, the **Difference Engine** (for calculating polynomial functions) and the more general **Analytical Engine** (a programmable mechanical computer), laying the conceptual foundation for modern computing.","['Difference engine', 'Analytical Engine']",ToG,"Charles Babbage is best known for designing the first mechanical computers, the **Difference Engine** (for calculating polynomial functions) and the more general **Analytical Engine** (a programmable mechanical computer), laying the conceptual foundation for modern computing.",True
WebQTest-512,webqsp,test,who were mary shelley?,"Mary Shelley was an English novelist, best known as the author of **""Frankenstein; or, The Modern Prometheus""** (1818). She was the daughter of philosopher William Godwin and feminist writer Mary Wollstonecraft, and she was married to the Romantic poet Percy Bysshe Shelley.","['Editor', 'Biographer', 'Playwright', 'Travel writer', 'Novelist', 'Writer', 'Essayist', 'Author']",ToG,"Mary Shelley was an English novelist, best known as the author of **""Frankenstein; or, The Modern Prometheus""** (1818). She was the daughter of philosopher William Godwin and feminist writer Mary Wollstonecraft, and she was married to the Romantic poet Percy Bysshe Shelley.",True
WebQTest-1047,webqsp,test,who does amy stiller play in dodgeball?,Amy Stiller plays the character **Lazerina** in the 2004 film *Dodgeball: A True Underdog Story*.,['Keno Waitress'],ToG,Amy Stiller plays the character **Lazerina** in the 2004 film *Dodgeball: A True Underdog Story*.,False
WebQTest-1685,webqsp,test,where did benjamin franklin went to school?,"Benjamin Franklin did not attend college. His formal education ended at the Boston Latin School, and he briefly attended George Brownell’s school for writing and arithmetic. He was largely self-taught through reading and apprenticeships.",['Boston Latin School'],ToG,"Benjamin Franklin did not attend college. His formal education ended at the Boston Latin School, and he briefly attended George Brownell’s school for writing and arithmetic. He was largely self-taught through reading and apprenticeships.",True
WebQTest-218,webqsp,test,in which continent is germany?,Europe,['Europe'],ToG,Europe,True
WebQTest-938,webqsp,test,who was queen elizabeth ii mom?,"Queen Elizabeth II's mother was Elizabeth Bowes-Lyon, commonly known as Queen Elizabeth The Queen Mother.",['Queen Elizabeth The Queen Mother'],ToG,"Queen Elizabeth II's mother was Elizabeth Bowes-Lyon, commonly known as Queen Elizabeth The Queen Mother.",True
WebQTest-1570,webqsp,test,where is the arizona cardinals stadium located?,"The Arizona Cardinals' stadium is located in Glendale, Arizona. Its official name is State Farm Stadium.",['Arizona'],ToG,"The Arizona Cardinals' stadium is located in Glendale, Arizona. Its official name is State Farm Stadium.",True
WebQTest-935,webqsp,test,where was osama bin laden killed?,"Osama bin Laden was killed in Abbottabad, Pakistan.",['Abbottabad'],ToG,"Osama bin Laden was killed in Abbottabad, Pakistan.",True
WebQTest-454,webqsp,test,where did hank marvin come from?,"Hank Marvin was born in Newcastle upon Tyne, England.",['Newcastle upon Tyne'],ToG,"Hank Marvin was born in Newcastle upon Tyne, England.",True
WebQTest-1807,webqsp,test,what was wayne gretzky's first team?,"Wayne Gretzky's first professional team was the **Indianapolis Racers** of the World Hockey Association (WHA). However, he only played 8 games for them before being sold to the **Edmonton Oilers**, the team with which he became famous.",['Edmonton Oilers'],ToG,"Wayne Gretzky's first professional team was the **Indianapolis Racers** of the World Hockey Association (WHA). However, he only played 8 games for them before being sold to the **Edmonton Oilers**, the team with which he became famous.",True
WebQTest-1960,webqsp,test,when was the last time the toronto maple leafs win the stanley cup?,The Toronto Maple Leafs last won the Stanley Cup in 1967.,['1967 Stanley Cup Finals'],ToG,The Toronto Maple Leafs last won the Stanley Cup in 1967.,False
WebQTest-757,webqsp,test,who is angelina jolie mom and dad?,"Angelina Jolie's mother is actress Marcheline Bertrand, and her father is actor Jon Voight.","['Marcheline Bertrand', 'Jon Voight']",ToG,"Angelina Jolie's mother is actress Marcheline Bertrand, and her father is actor Jon Voight.",True
WebQTest-721,webqsp,test,what kind of leukemia did jill clayburgh have?,Jill Clayburgh had chronic lymphocytic leukemia (CLL).,"['B-cell chronic lymphocytic leukemia', 'Leukemia']",ToG,Jill Clayburgh had chronic lymphocytic leukemia (CLL).,True
WebQTest-123,webqsp,test,what all does google now do?,"Google Now (now evolved into Google Assistant/Feed) was a predictive information service that:

*   **Proactively delivered cards** with relevant info like weather, traffic, commute times, and sports scores.
*   **Tracked packages, flights, and events** from your email.
*   **Provided reminders** based on time or location.
*   **Offered personalized updates** on topics like news, stocks, and nearby places.

Its core functionality of delivering personalized, anticipatory information is now part of the **Google Discover feed** (on Android/home screen) and the more conversational **Google Assistant**.","['Google Classroom', 'Google Drive', 'Apache Wave', 'Google Earth', 'Google Buzz', 'Google Docs, Sheets, and Slides', 'Nexus S', 'Google Glass', 'Nexus 7', 'Nexus Q', 'Nexus 10', 'Google Maps', 'Chromecast']",ToG,"Google Now (now evolved into Google Assistant/Feed) was a predictive information service that:

*   **Proactively delivered cards** with relevant info like weather, traffic, commute times, and sports scores.
*   **Tracked packages, flights, and events** from your email.
*   **Provided reminders** based on time or location.
*   **Offered personalized updates** on topics like news, stocks, and nearby places.

Its core functionality of delivering personalized, anticipatory information is now part of the **Google Discover feed** (on Android/home screen) and the more conversational **Google Assistant**.",False
