id,dataset,split,question,prediction,answers,agent,raw_prediction,correct
WebQTest-266,webqsp,test,what is there to do for fun in kansas city?,"Kansas City offers fun activities like visiting the Negro Leagues Museum, exploring the National World War I Museum and Aquarium, enjoying the Jackson County Parks, and experiencing the vibrant Kauffman Center for the Performing Arts.","['Kansas City Zoo', 'Kauffman Center for the Performing Arts', '18th and Vine-Downtown East', 'Kemper Museum of Contemporary Art', 'Liberty Memorial', 'Harry S. Truman Presidential Library and Museum', 'Crown Center', 'Worlds of Fun', 'Sprint Center', 'Negro Leagues Baseball Museum', 'Boulevard Brewing Company', 'Oceans of Fun', 'Hotel Phillips', 'Deer Creek Golf Course', 'Ewing and Muriel Kauffman Memorial Garden']",Tiered-Forest,"Kansas City offers fun activities like visiting the Negro Leagues Museum, exploring the National World War I Museum and Aquarium, enjoying the Jackson County Parks, and experiencing the vibrant Kauffman Center for the Performing Arts.",True
WebQTest-191,webqsp,test,where did drew brees go to college wikianswers?,Drew Brees went to college at Purdue University.,"['Stanford Graduate School of Business', 'Purdue University']",Tiered-Forest,Drew Brees went to college at Purdue University.,True
WebQTest-554,webqsp,test,what money do they use in spain?,"In Spain, they use the Euro (EUR).",['Euro'],Tiered-Forest,"In Spain, they use the Euro (EUR).",True
WebQTest-637,webqsp,test,what type of government did soviet union have?,The Soviet Union had a communist government with a socialist economic system.,"['Communist state', 'Socialist state', 'Soviet democracy', 'Parliamentary republic']",Tiered-Forest,The Soviet Union had a communist government with a socialist economic system.,False
WebQTest-875,webqsp,test,where did hugo chavez go to school?,"Hugo Chavez attended military schools, including the Military Academy in Venezuela.","['Julian Pino School', ""Daniel Florencio O'Leary School"", 'Simón Bolívar University', 'Bolivarian Military University of Venezuela']",Tiered-Forest,"Hugo Chavez attended military schools, including the Military Academy in Venezuela.",False
WebQTest-438,webqsp,test,what university did romney graduated from?,Mitt Romney graduated from Brigham Young University and Harvard Business School.,['Brigham Young University'],Tiered-Forest,Mitt Romney graduated from Brigham Young University and Harvard Business School.,True
WebQTest-234,webqsp,test,what countries does the panama canal go through?,The Panama Canal goes through Panama.,['Panama'],Tiered-Forest,The Panama Canal goes through Panama.,True
WebQTest-461,webqsp,test,where did clay matthews go to school?,Clay Matthews went to the University of Oregon for his college education.,"['University of Southern California', 'Agoura High School']",Tiered-Forest,Clay Matthews went to the University of Oregon for his college education.,False
WebQTest-1441,webqsp,test,where all did picasso live?,"Pablo Picasso lived in several locations including Malaga, Barcelona, Paris, and Cannes, among others.","['Málaga', 'Madrid', 'France']",Tiered-Forest,"Pablo Picasso lived in several locations including Malaga, Barcelona, Paris, and Cannes, among others.",False
WebQTest-1622,webqsp,test,what ocean is around hawaii?,The Pacific Ocean surrounds Hawaii.,['Pacific Ocean'],Tiered-Forest,The Pacific Ocean surrounds Hawaii.,True
WebQTest-1757,webqsp,test,what did michael crabtree do?,"Michael Crabtree was an American football wide receiver who played for several NFL teams, including the San Francisco 49ers and the Kansas City Chiefs.","['Wide receiver', 'Athlete', 'American football player']",Tiered-Forest,"Michael Crabtree was an American football wide receiver who played for several NFL teams, including the San Francisco 49ers and the Kansas City Chiefs.",True
WebQTest-1328,webqsp,test,what did hayes do?,"Rutherford B. Hayes served as the 19th President of the United States, resolving a contentious election through a controversial compromise.",['US President'],Tiered-Forest,"Rutherford B. Hayes served as the 19th President of the United States, resolving a contentious election through a controversial compromise.",False
WebQTest-296,webqsp,test,what kind of government does libya have today?,Libya has a decentralized system with a presidential council and houses of representatives as its main governmental structures.,"['Provisional government', 'Parliamentary republic']",Tiered-Forest,Libya has a decentralized system with a presidential council and houses of representatives as its main governmental structures.,False
WebQTest-527,webqsp,test,what country borders slovakia?,"Slovakia borders Poland, Ukraine, Hungary, Austria, and the Czech Republic.","['Czech Republic', 'Hungary', 'Poland', 'Ukraine', 'Austria']",Tiered-Forest,"Slovakia borders Poland, Ukraine, Hungary, Austria, and the Czech Republic.",True
WebQTest-2001,webqsp,test,who won the 2000 fa cup final?,Manchester United won the 2000 FA Cup final by defeating Liverpool 2-1.,['Chelsea F.C.'],Tiered-Forest,Manchester United won the 2000 FA Cup final by defeating Liverpool 2-1.,False
WebQTest-1997,webqsp,test,who does owen schmitt play for?,Owen Schmitt plays for the Toronto Argonauts in the CFL.,['Seattle Seahawks'],Tiered-Forest,Owen Schmitt plays for the Toronto Argonauts in the CFL.,False
WebQTest-1848,webqsp,test,what instrument does louis armstrong?,Louis Armstrong was a trumpeter and singer.,"['Cornet', 'Trumpet']",Tiered-Forest,Louis Armstrong was a trumpeter and singer.,True
WebQTest-482,webqsp,test,who plays blaine in batman?,"Blaine, as in Blaine the Penguin, is played by Michael J. Pollard in the Batman film series.","['Matthew Wagner', 'Danny Trejo', 'Carlos Alazraqui', 'Tom Hardy']",Tiered-Forest,"Blaine, as in Blaine the Penguin, is played by Michael J. Pollard in the Batman film series.",False
WebQTest-1780,webqsp,test,who does michael oher play for in 2010?,"In 2010, Michael Oher played for the Tennessee Titans.",['Baltimore Ravens'],Tiered-Forest,"In 2010, Michael Oher played for the Tennessee Titans.",False
WebQTest-504,webqsp,test,who was philip in acts chapter 8?,"Philip in Acts chapter 8 was an early Christian evangelist who preached the gospel and baptized new believers, notably converting the Ethiopian eunuch.",['Apostle Philip'],Tiered-Forest,"Philip in Acts chapter 8 was an early Christian evangelist who preached the gospel and baptized new believers, notably converting the Ethiopian eunuch.",False
WebQTest-410,webqsp,test,what are the major cities in ukraine?,"The major cities in Ukraine include Kyiv (the capital), Kharkiv, Donetsk, Lviv, and Odessa.",['Kiev'],Tiered-Forest,"The major cities in Ukraine include Kyiv (the capital), Kharkiv, Donetsk, Lviv, and Odessa.",False
WebQTest-2005,webqsp,test,who plays bob kelso in scrubs?,Bob Kelso is played by John C. McGinley in the TV show Scrubs.,['Ken Jenkins'],Tiered-Forest,Bob Kelso is played by John C. McGinley in the TV show Scrubs.,False
WebQTest-1894,webqsp,test,what baseball team was jackie robinson on?,Jackie Robinson was on the Brooklyn Dodgers.,"['Kansas City Monarchs', 'Montreal Royals', 'Brooklyn Dodgers']",Tiered-Forest,Jackie Robinson was on the Brooklyn Dodgers.,True
WebQTest-1303,webqsp,test,what other movies is josh hutcherson in?,"Josh Hutcherson has appeared in movies such as The Hunger Games series, Winter's Bone, and Mr. Magorium's Wonder Emporium.","['In Dubious Battle', 'The Long Home', 'Bridge to Terabithia', ""Cirque du Freak: The Vampire's Assistant"", 'Firehouse Dog', 'Winged Creatures', 'Party Wagon', 'Journey to the Center of the Earth', 'One Last Ride', 'Wilder Days', 'Miracle Dogs', 'Kicking & Screaming', 'Red Dawn', 'Motocross Kids', 'Zathura', 'The Kids Are All Right', 'The Forger', 'The Polar Express', 'RV', 'Little Manhattan', 'Journey 2: The Mysterious Island', 'American Splendor', 'Detention', 'House Blend', 'The Hunger Games', '7 Days in Havana', 'The Third Rule', 'Epic', 'The Hunger Games: Catching Fire', 'The Hunger Games: Mockingjay, Part 1', 'The Hunger Games: Mockingjay, Part 2', 'Escobar: Paradise Lost']",Tiered-Forest,"Josh Hutcherson has appeared in movies such as The Hunger Games series, Winter's Bone, and Mr. Magorium's Wonder Emporium.",True
WebQTest-1017,webqsp,test,who plays charlie in the santa clause movies?,Charlie in the Santa Claus movies is played by Michael J. Fox.,['Eric Lloyd'],Tiered-Forest,Charlie in the Santa Claus movies is played by Michael J. Fox.,False
WebQTest-1526,webqsp,test,how many languages do they speak in switzerland?,"Switzerland speaks four official languages: German, French, Italian, and Romansh.","['Italian Language', 'German Language', 'French', 'Romansh language']",Tiered-Forest,"Switzerland speaks four official languages: German, French, Italian, and Romansh.",True
WebQTest-634,webqsp,test,what county is san antonio in?,"San Antonio is in Bexar County, Texas.","['Comal County', 'Medina County', 'Bexar County']",Tiered-Forest,"San Antonio is in Bexar County, Texas.",True
WebQTest-698,webqsp,test,who is robin roberts father?,Robin Roberts' father is Paul Roberts.,['Lawrence E. Roberts'],Tiered-Forest,Robin Roberts' father is Paul Roberts.,False
WebQTest-1708,webqsp,test,what are dallas cowboys colors?,The Dallas Cowboys' colors are silver and navy blue.,"['Blue', 'Navy Blue', 'Silver', 'Royal blue', 'White']",Tiered-Forest,The Dallas Cowboys' colors are silver and navy blue.,True
WebQTest-1990,webqsp,test,who plays timon's voice in the lion king?,Ernie Sabella voices Timon in The Lion King.,['Nathan Lane'],Tiered-Forest,Ernie Sabella voices Timon in The Lion King.,False
WebQTest-163,webqsp,test,what year did the seahawks win the superbowl?,The Seattle Seahawks won Super Bowl XLIX in 2015.,['Super Bowl XLVIII'],Tiered-Forest,The Seattle Seahawks won Super Bowl XLIX in 2015.,False
WebQTest-1566,webqsp,test,what kind of guitar john mayer?,"John Mayer is known to play a variety of guitars, but he is often associated with Martin acoustic guitars and Gibson electric guitars.",['Fender Stratocaster'],Tiered-Forest,"John Mayer is known to play a variety of guitars, but he is often associated with Martin acoustic guitars and Gibson electric guitars.",False
WebQTest-1614,webqsp,test,what religion was king louis xiv?,King Louis XIV was a Roman Catholic.,['Catholicism'],Tiered-Forest,King Louis XIV was a Roman Catholic.,False
WebQTest-1533,webqsp,test,what planet did luke skywalker came from?,Luke Skywalker came from Tatooine.,['Polis Massa'],Tiered-Forest,Luke Skywalker came from Tatooine.,False
WebQTest-1470,webqsp,test,what kind of government does poland have?,Poland has a parliamentary representative democratic republic form of government.,"['Democracy', 'Parliamentary republic']",Tiered-Forest,Poland has a parliamentary representative democratic republic form of government.,False
WebQTest-1557,webqsp,test,where do florida panthers play?,"The Florida Panthers play at the BBVA Compass Stadium, formerly known as Amalie Arena, in Tampa, Florida.","['BB&T Center', 'Miami Arena']",Tiered-Forest,"The Florida Panthers play at the BBVA Compass Stadium, formerly known as Amalie Arena, in Tampa, Florida.",False
WebQTest-1917,webqsp,test,what did charles babbage discover?,"Charles Babbage is credited with the conceptualization of early mechanical computers, most notably the Difference Engine and the Analytical Engine.","['Difference engine', 'Analytical Engine']",Tiered-Forest,"Charles Babbage is credited with the conceptualization of early mechanical computers, most notably the Difference Engine and the Analytical Engine.",True
WebQTest-512,webqsp,test,who were mary shelley?,"Mary Shelley was an English novelist, short story writer, and poet, best known for her Gothic novel ""Frankenstein,"" or ""The Modern Prometheus.""","['Editor', 'Biographer', 'Playwright', 'Travel writer', 'Novelist', 'Writer', 'Essayist', 'Author']",Tiered-Forest,"Mary Shelley was an English novelist, short story writer, and poet, best known for her Gothic novel ""Frankenstein,"" or ""The Modern Prometheus.""",True
WebQTest-1047,webqsp,test,who does amy stiller play in dodgeball?,"Amy Stiller plays the character of Wendy Madison in the movie ""Dodgeball: A True Underdog Story.""",['Keno Waitress'],Tiered-Forest,"Amy Stiller plays the character of Wendy Madison in the movie ""Dodgeball: A True Underdog Story.""",False
WebQTest-1685,webqsp,test,where did benjamin franklin went to school?,Benjamin Franklin was largely self-educated and did not attend college; he received only a year of formal schooling.,['Boston Latin School'],Tiered-Forest,Benjamin Franklin was largely self-educated and did not attend college; he received only a year of formal schooling.,False
WebQTest-218,webqsp,test,in which continent is germany?,Germany is located in Europe.,['Europe'],Tiered-Forest,Germany is located in Europe.,True
WebQTest-938,webqsp,test,who was queen elizabeth ii mom?,"Queen Elizabeth II's mother was Queen Elizabeth, also known as Queen Elizabeth The Queen Mother.",['Queen Elizabeth The Queen Mother'],Tiered-Forest,"Queen Elizabeth II's mother was Queen Elizabeth, also known as Queen Elizabeth The Queen Mother.",True
WebQTest-1570,webqsp,test,where is the arizona cardinals stadium located?,"The Arizona Cardinals stadium is located in Glendale, Arizona.",['Arizona'],Tiered-Forest,"The Arizona Cardinals stadium is located in Glendale, Arizona.",True
WebQTest-935,webqsp,test,where was osama bin laden killed?,"Osama bin Laden was killed in Abbottabad, Pakistan.",['Abbottabad'],Tiered-Forest,"Osama bin Laden was killed in Abbottabad, Pakistan.",True
WebQTest-454,webqsp,test,where did hank marvin come from?,"Hank Marvin came from England, specifically from the music group The Shadows.",['Newcastle upon Tyne'],Tiered-Forest,"Hank Marvin came from England, specifically from the music group The Shadows.",False
WebQTest-1807,webqsp,test,what was wayne gretzky's first team?,Wayne Gretzky's first team was the Edmonton Oilers.,['Edmonton Oilers'],Tiered-Forest,Wayne Gretzky's first team was the Edmonton Oilers.,True
WebQTest-1960,webqsp,test,when was the last time the toronto maple leafs win the stanley cup?,The Toronto Maple Leafs last won the Stanley Cup in 1967.,['1967 Stanley Cup Finals'],Tiered-Forest,The Toronto Maple Leafs last won the Stanley Cup in 1967.,False
WebQTest-757,webqsp,test,who is angelina jolie mom and dad?,"Angelina Jolie's mother is Marcheline Bertrand, and her father is Jon Voight.","['Marcheline Bertrand', 'Jon Voight']",Tiered-Forest,"Angelina Jolie's mother is Marcheline Bertrand, and her father is Jon Voight.",True
WebQTest-721,webqsp,test,what kind of leukemia did jill clayburgh have?,Jill Clayburgh had chronic myelogenous leukemia (CML).,"['B-cell chronic lymphocytic leukemia', 'Leukemia']",Tiered-Forest,Jill Clayburgh had chronic myelogenous leukemia (CML).,True
WebQTest-123,webqsp,test,what all does google now do?,"Google Now integrates various functionalities including providing information proactively, managing your calendar, giving traffic and transit updates, suggesting restaurants, and more, all based on your preferences and habits.","['Google Classroom', 'Google Drive', 'Apache Wave', 'Google Earth', 'Google Buzz', 'Google Docs, Sheets, and Slides', 'Nexus S', 'Google Glass', 'Nexus 7', 'Nexus Q', 'Nexus 10', 'Google Maps', 'Chromecast']",Tiered-Forest,"Google Now integrates various functionalities including providing information proactively, managing your calendar, giving traffic and transit updates, suggesting restaurants, and more, all based on your preferences and habits.",False
WebQTest-361,webqsp,test,what to do and see in vienna austria?,"Visit Schönbrunn Palace and St. Stephen's Cathedral for history and architecture. Attend a performance or tour at the Vienna State Opera. Experience Viennese coffeehouse culture and stroll through the city's parks, like the Volksgarten or palace gardens.","['Rock im Park', 'Schönbrunn Palace', 'Minoritenkirche', ""St. Stephen's Cathedral, Vienna"", 'Vienna State Opera', 'Liechtenstein Museum', 'Schloss Hof', 'mumok', 'Imperial Crypt', 'Belvedere, Vienna', 'Kunsthistorisches Museum', 'Karlskirche, Vienna', 'Albertina', 'Naturhistorisches Museum', 'Hofburg Palace', 'Jesuit Church, Vienna', 'Schottenkirche, Vienna', 'Museum of Military History, Vienna', 'Vienna International Centre', 'Sigmund Freud Museum', 'Vienna Observatory', 'Augustinian Church, Vienna', 'Capuchin Church, Vienna', 'Prater', 'Millennium Tower', ""St. Peter's Church"", 'Leopold Museum', 'Haus der Musik', 'Rathaus, Vienna']",Tiered-Forest,"Visit Schönbrunn Palace and St. Stephen's Cathedral for history and architecture. Attend a performance or tour at the Vienna State Opera. Experience Viennese coffeehouse culture and stroll through the city's parks, like the Volksgarten or palace gardens.",True
WebQTest-111,webqsp,test,where is the carpathian mountain range located?,The Carpathian mountain range is located in Central and Eastern Europe.,['Europe'],Tiered-Forest,The Carpathian mountain range is located in Central and Eastern Europe.,True
WebQTest-673,webqsp,test,where did robert kardashian go to college?,Robert Kardashian attended Santa Clara University.,"['University of San Diego', 'University of San Diego School of Law', 'University of Southern California']",Tiered-Forest,Robert Kardashian attended Santa Clara University.,False
WebQTest-987,webqsp,test,what does barbara bush do for work?,"Barbara Bush was primarily known for her role as a first lady, serving during her husband George H. W. Bush's presidency, and for her work as a writer and advocate for literacy.",['First Lady'],Tiered-Forest,"Barbara Bush was primarily known for her role as a first lady, serving during her husband George H. W. Bush's presidency, and for her work as a writer and advocate for literacy.",True
WebQTest-773,webqsp,test,where is the sony ericsson company?,"Sony Ericsson was headquartered in Stockholm, Sweden, until it was dissolved in 2012, after which its operations were absorbed into Sony Mobile.",['Minato'],Tiered-Forest,"Sony Ericsson was headquartered in Stockholm, Sweden, until it was dissolved in 2012, after which its operations were absorbed into Sony Mobile.",False
WebQTest-1616,webqsp,test,what did shannon hoon die from?,Shannon Hoon died from a drug overdose.,['Drug overdose'],Tiered-Forest,Shannon Hoon died from a drug overdose.,True
WebQTest-874,webqsp,test,what language do people from bosnia speak?,"People from Bosnia primarily speak Bosnian, which is similar to Serbian and Croatian.","['Serbo-Croatian Language', 'Serbian language', 'Bosnian language', 'Croatian language']",Tiered-Forest,"People from Bosnia primarily speak Bosnian, which is similar to Serbian and Croatian.",False
WebQTest-766,webqsp,test,what is malaysian currency?,The Malaysian currency is the Malaysian Ringgit (MYR).,['Malaysian ringgit'],Tiered-Forest,The Malaysian currency is the Malaysian Ringgit (MYR).,True
WebQTest-1445,webqsp,test,what tv series did mark harmon star in?,"Mark Harmon starred in the TV series ""NCIS"" as Special Agent Leroy Jethro Gibbs.","['Chicago Hope', 'Centennial', 'From the Earth to the Moon', 'St. Elsewhere', 'Flamingo Road', 'NCIS', 'Eleanor and Franklin: The White House Years', 'Sam', '240-Robert', 'Charlie Grace', 'The Dream Merchants', 'Reasonable Doubts']",Tiered-Forest,"Mark Harmon starred in the TV series ""NCIS"" as Special Agent Leroy Jethro Gibbs.",True
WebQTest-153,webqsp,test,what are the sights to see in madrid?,"In Madrid, you should see the Plaza Mayor, Royal Palace, Prado Museum, Reina Sofía Museum, and Gran Via avenue.","['El Escorial', 'Museo Nacional Del Prado', 'Museo Nacional Centro de Arte Reina Sofía', 'Summercase', 'Festimad', 'Buen Retiro Park', 'Royal Palace of Madrid', 'Almudena Cathedral', 'Sorolla Museum', 'Plaza de Cibeles', 'Madrid Arena', 'Paseo del Prado', 'Parque Warner Madrid', 'Thyssen-Bornemisza Museum', 'Temple of Debod', 'Puerta del Sol', 'Gran Vía', 'Madrid Marathon', 'Plaza Mayor, Madrid', 'La Vaguada', 'Museum of Lázaro Galdiano', 'Palace of la Bolsa de Madrid']",Tiered-Forest,"In Madrid, you should see the Plaza Mayor, Royal Palace, Prado Museum, Reina Sofía Museum, and Gran Via avenue.",False
WebQTest-420,webqsp,test,where is perpignan located?,"Perpignan is located in the south of France, at the border with Spain.","['Pyrénées-Orientales', 'France', 'Languedoc-Roussillon']",Tiered-Forest,"Perpignan is located in the south of France, at the border with Spain.",True
WebQTest-1416,webqsp,test,what was franklin pierce famous for?,"Franklin Pierce is famous for being the 14th President of the United States, particularly known for his support of the Kansas-Nebraska Act.",['US President'],Tiered-Forest,"Franklin Pierce is famous for being the 14th President of the United States, particularly known for his support of the Kansas-Nebraska Act.",False
WebQTest-1748,webqsp,test,through which countries of the sahel does the niger river flow?,"The Niger River flows through several Sahel countries including Mali, Niger, and Chad.","['Mali', 'Niger', 'Nigeria']",Tiered-Forest,"The Niger River flows through several Sahel countries including Mali, Niger, and Chad.",True
WebQTest-354,webqsp,test,what art movement did leonardo da vinci belong to?,Leonardo da Vinci belonged to the Renaissance art movement.,"['Pastel Art', 'High Renaissance']",Tiered-Forest,Leonardo da Vinci belonged to the Renaissance art movement.,False
WebQTest-1392,webqsp,test,what the language spoken in indonesia?,The official language spoken in Indonesia is Indonesian (Bahasa Indonesia).,"['Sunda Language', 'Bali Language', 'Madura Language', 'Dutch Language', 'English Language', 'Javanese Language', 'Batak Language', 'Indonesian Language', 'Tobelo Language', 'Malay Language']",Tiered-Forest,The official language spoken in Indonesia is Indonesian (Bahasa Indonesia).,False
WebQTest-90,webqsp,test,who played on the jeffersons?,"The Jeffersons featured a cast including Sherman Hemsley as George Jefferson, Mahalia Jackson as Louise Jefferson, and Marla Gibbs as Valerie Jefferson.","['Sherman Hemsley', 'Isabel Sanford', 'Damon Evans', 'Berlinda Tolbert', 'Roxie Roker', 'Zara Cully', 'Marla Gibbs', 'Franklin Cover', 'Paul Benedict', 'Mike Evans', 'Jay Hammer']",Tiered-Forest,"The Jeffersons featured a cast including Sherman Hemsley as George Jefferson, Mahalia Jackson as Louise Jefferson, and Marla Gibbs as Valerie Jefferson.",True
WebQTest-1916,webqsp,test,what county is utica ny in?,"Utica, NY is in Oneida County.",['Oneida County'],Tiered-Forest,"Utica, NY is in Oneida County.",True
WebQTest-1489,webqsp,test,what character did billy d williams play in star wars?,Billy D. Williams played the character of Captain Phasma in Star Wars.,['Lando Calrissian'],Tiered-Forest,Billy D. Williams played the character of Captain Phasma in Star Wars.,False
WebQTest-1955,webqsp,test,who are the judges appointed in the supreme court?,The judges appointed to the Supreme Court are selected by the President of India and appointed by the President upon the recommendation of the Chief Justice of India.,"['Clarence Thomas', 'Antonin Scalia', 'Stephen Breyer', 'Ruth Bader Ginsburg', 'Anthony Kennedy', 'Samuel Alito', 'John Roberts', 'Elena Kagan', 'Sonia Sotomayor']",Tiered-Forest,The judges appointed to the Supreme Court are selected by the President of India and appointed by the President upon the recommendation of the Chief Justice of India.,False
WebQTest-708,webqsp,test,who won fa cup 1976?,Manchester United won the FA Cup in 1976.,['Southampton F.C.'],Tiered-Forest,Manchester United won the FA Cup in 1976.,False
