id,dataset,split,question,prediction,answers,agent,raw_prediction,correct
WebQTest-1303,webqsp,test,what other movies is josh hutcherson in?,"Josh Hutcherson has appeared in movies such as The Hunger Games series, Winter's Bone, and Mr. Magorium's Wonder Emporium.","['In Dubious Battle', 'The Long Home', 'Bridge to Terabithia', ""Cirque du Freak: The Vampire's Assistant"", 'Firehouse Dog', 'Winged Creatures', 'Party Wagon', 'Journey to the Center of the Earth', 'One Last Ride', 'Wilder Days', 'Miracle Dogs', 'Kicking & Screaming', 'Red Dawn', 'Motocross Kids', 'Zathura', 'The Kids Are All Right', 'The Forger', 'The Polar Express', 'RV', 'Little Manhattan', 'Journey 2: The Mysterious Island', 'American Splendor', 'Detention', 'House Blend', 'The Hunger Games', '7 Days in Havana', 'The Third Rule', 'Epic', 'The Hunger Games: Catching Fire', 'The Hunger Games: Mockingjay, Part 1', 'The Hunger Games: Mockingjay, Part 2', 'Escobar: Paradise Lost']",Tiered-Forest,"Josh Hutcherson has appeared in movies such as The Hunger Games series, Winter's Bone, and Mr. Magorium's Wonder Emporium.",True
WebQTest-1017,webqsp,test,who plays charlie in the santa clause movies?,Charlie in the Santa Claus movies is played by Michael J. Fox.,['Eric Lloyd'],Tiered-Forest,Charlie in the Santa Claus movies is played by Michael J. Fox.,False
WebQTest-1526,webqsp,test,how many languages do they speak in switzerland?,"Switzerland speaks four official languages: German, French, Italian, and Romansh.","['Italian Language', 'German Language', 'French', 'Romansh language']",Tiered-Forest,"Switzerland speaks four official languages: German, French, Italian, and Romansh.",True
WebQTest-634,webqsp,test,what county is san antonio in?,"San Antonio is in Bexar County, Texas.","['Comal County', 'Medina County', 'Bexar County']",Tiered-Forest,"San Antonio is in Bexar County, Texas.",True
WebQTest-698,webqsp,test,who is robin roberts father?,Robin Roberts' father is Paul Roberts.,['Lawrence E. Roberts'],Tiered-Forest,Robin Roberts' father is Paul Roberts.,False
WebQTest-1708,webqsp,test,what are dallas cowboys colors?,The Dallas Cowboys colors are silver and navy blue.,"['Blue', 'Navy Blue', 'Silver', 'Royal blue', 'White']",Tiered-Forest,The Dallas Cowboys colors are silver and navy blue.,True
WebQTest-1990,webqsp,test,who plays timon's voice in the lion king?,The voice of Timon in The Lion King is played by Billy Eichner.,['Nathan Lane'],Tiered-Forest,The voice of Timon in The Lion King is played by Billy Eichner.,False
WebQTest-163,webqsp,test,what year did the seahawks win the superbowl?,"The candidate answer is incorrect. The Seattle Seahawks did not win Super Bowl XLIX (49) in 2015; they lost to the New England Patriots. The Seahawks' Super Bowl victory was in the 2013 season, which culminated in their win at Super Bowl XLVIII in February 2014.

**Concise answer:** The Seahawks won the Super Bowl in the 2013 season, with the championship game played in February 2014.",['Super Bowl XLVIII'],Tiered-Forest,"The candidate answer is incorrect. The Seattle Seahawks did not win Super Bowl XLIX (49) in 2015; they lost to the New England Patriots. The Seahawks' Super Bowl victory was in the 2013 season, which culminated in their win at Super Bowl XLVIII in February 2014.

**Concise answer:** The Seahawks won the Super Bowl in the 2013 season, with the championship game played in February 2014.",True
WebQTest-1566,webqsp,test,what kind of guitar john mayer?,"John Mayer is known to use various guitars, but he is often associated with Fender Telecasters and Strats, as well as Martin acoustic guitars.",['Fender Stratocaster'],Tiered-Forest,"John Mayer is known to use various guitars, but he is often associated with Fender Telecasters and Strats, as well as Martin acoustic guitars.",False
WebQTest-1614,webqsp,test,what religion was king louis xiv?,King Louis XIV was a Roman Catholic.,['Catholicism'],Tiered-Forest,King Louis XIV was a Roman Catholic.,False
WebQTest-1533,webqsp,test,what planet did luke skywalker came from?,Luke Skywalker came from Tatooine.,['Polis Massa'],Tiered-Forest,Luke Skywalker came from Tatooine.,False
WebQTest-1470,webqsp,test,what kind of government does poland have?,Poland has a parliamentary representative democratic republic form of government.,"['Democracy', 'Parliamentary republic']",Tiered-Forest,Poland has a parliamentary representative democratic republic form of government.,False
WebQTest-1557,webqsp,test,where do florida panthers play?,"The Florida Panthers play at the BBVA Compass Stadium in Miami Gardens, Florida.","['BB&T Center', 'Miami Arena']",Tiered-Forest,"The Florida Panthers play at the BBVA Compass Stadium in Miami Gardens, Florida.",False
WebQTest-1917,webqsp,test,what did charles babbage discover?,"Charles Babbage did not make a scientific ""discovery"" in the traditional sense. Instead, he **invented and designed** the first mechanical computers.

His key contributions were:
1. **The Difference Engine** – an automatic mechanical calculator designed to compute polynomial functions.
2. **The Analytical Engine** – a more advanced general-purpose mechanical computer, which incorporated concepts like an arithmetic logic unit, control flow, and memory, making it the precursor to the modern programmable computer.

**Concise answer:** Charles Babbage designed and conceptualized the first mechanical computers, notably the Difference Engine and the Analytical Engine, laying the foundational ideas for programmable computing.","['Difference engine', 'Analytical Engine']",Tiered-Forest,"Charles Babbage did not make a scientific ""discovery"" in the traditional sense. Instead, he **invented and designed** the first mechanical computers.

His key contributions were:
1. **The Difference Engine** – an automatic mechanical calculator designed to compute polynomial functions.
2. **The Analytical Engine** – a more advanced general-purpose mechanical computer, which incorporated concepts like an arithmetic logic unit, control flow, and memory, making it the precursor to the modern programmable computer.

**Concise answer:** Charles Babbage designed and conceptualized the first mechanical computers, notably the Difference Engine and the Analytical Engine, laying the foundational ideas for programmable computing.",True
WebQTest-512,webqsp,test,who were mary shelley?,"Mary Shelley was an English novelist, short story writer, and poet, best known for her Gothic novel ""Frankenstein,"" or ""The Modern Prometheus.""","['Editor', 'Biographer', 'Playwright', 'Travel writer', 'Novelist', 'Writer', 'Essayist', 'Author']",Tiered-Forest,"Mary Shelley was an English novelist, short story writer, and poet, best known for her Gothic novel ""Frankenstein,"" or ""The Modern Prometheus.""",True
WebQTest-1047,webqsp,test,who does amy stiller play in dodgeball?,"Amy Smart plays the character of Annie Stiller in the movie ""Dodgeball: A True Underdog Story.""",['Keno Waitress'],Tiered-Forest,"Amy Smart plays the character of Annie Stiller in the movie ""Dodgeball: A True Underdog Story.""",False
WebQTest-1685,webqsp,test,where did benjamin franklin went to school?,"Benjamin Franklin was largely self-educated, but he did attend school and the Philadelphia Latin School briefly as a child.",['Boston Latin School'],Tiered-Forest,"Benjamin Franklin was largely self-educated, but he did attend school and the Philadelphia Latin School briefly as a child.",False
WebQTest-218,webqsp,test,in which continent is germany?,Germany is located in the continent of Europe.,['Europe'],Tiered-Forest,Germany is located in the continent of Europe.,True
WebQTest-938,webqsp,test,who was queen elizabeth ii mom?,"Queen Elizabeth II's mother was Queen Elizabeth The Queen Mother, originally named Elizabeth Bowes-Lyon.",['Queen Elizabeth The Queen Mother'],Tiered-Forest,"Queen Elizabeth II's mother was Queen Elizabeth The Queen Mother, originally named Elizabeth Bowes-Lyon.",True
WebQTest-1570,webqsp,test,where is the arizona cardinals stadium located?,"The Arizona Cardinals stadium is located in Glendale, Arizona.",['Arizona'],Tiered-Forest,"The Arizona Cardinals stadium is located in Glendale, Arizona.",True
WebQTest-935,webqsp,test,where was osama bin laden killed?,"Osama bin Laden was killed in Abbottabad, Pakistan.",['Abbottabad'],Tiered-Forest,"Osama bin Laden was killed in Abbottabad, Pakistan.",True
WebQTest-454,webqsp,test,where did hank marvin come from?,"Hank Marvin came from England, specifically from Hornchurch, Essex.",['Newcastle upon Tyne'],Tiered-Forest,"Hank Marvin came from England, specifically from Hornchurch, Essex.",False
WebQTest-1807,webqsp,test,what was wayne gretzky's first team?,Wayne Gretzky's first team was the Edmonton Oilers.,['Edmonton Oilers'],Tiered-Forest,Wayne Gretzky's first team was the Edmonton Oilers.,True
WebQTest-1960,webqsp,test,when was the last time the toronto maple leafs win the stanley cup?,The Toronto Maple Leafs last won the Stanley Cup in 1967.,['1967 Stanley Cup Finals'],Tiered-Forest,The Toronto Maple Leafs last won the Stanley Cup in 1967.,False
WebQTest-757,webqsp,test,who is angelina jolie mom and dad?,Angelina Jolie's parents are Marcheline Bertrand and Jon Voight.,"['Marcheline Bertrand', 'Jon Voight']",Tiered-Forest,Angelina Jolie's parents are Marcheline Bertrand and Jon Voight.,True
WebQTest-721,webqsp,test,what kind of leukemia did jill clayburgh have?,Jill Clayburgh had chronic myelogenous leukemia (CML).,"['B-cell chronic lymphocytic leukemia', 'Leukemia']",Tiered-Forest,Jill Clayburgh had chronic myelogenous leukemia (CML).,True
WebQTest-123,webqsp,test,what all does google now do?,"Google Now proactively provides information and assists with daily tasks by:

- Giving updates on traffic, public transportation, and weather
- Managing your calendar and sending reminders
- Offering suggestions based on your location, habits, and search history (like nearby restaurants or news topics you follow)
- Sending alerts for packages, flights, and events","['Google Classroom', 'Google Drive', 'Apache Wave', 'Google Earth', 'Google Buzz', 'Google Docs, Sheets, and Slides', 'Nexus S', 'Google Glass', 'Nexus 7', 'Nexus Q', 'Nexus 10', 'Google Maps', 'Chromecast']",Tiered-Forest,"Google Now proactively provides information and assists with daily tasks by:

- Giving updates on traffic, public transportation, and weather
- Managing your calendar and sending reminders
- Offering suggestions based on your location, habits, and search history (like nearby restaurants or news topics you follow)
- Sending alerts for packages, flights, and events",False
WebQTest-361,webqsp,test,what to do and see in vienna austria?,"In Vienna, you should:

1. **See historic landmarks**: Schönbrunn Palace, St. Stephen's Cathedral, and the Hofburg.
2. **Experience culture**: Attend a performance at the Vienna State Opera or a classical music concert.
3. **Enjoy Viennese life**: Visit traditional coffeehouses and explore the Ringstrasse boulevard.

This combines imperial history, world-class arts, and the city's famous café culture.","['Rock im Park', 'Schönbrunn Palace', 'Minoritenkirche', ""St. Stephen's Cathedral, Vienna"", 'Vienna State Opera', 'Liechtenstein Museum', 'Schloss Hof', 'mumok', 'Imperial Crypt', 'Belvedere, Vienna', 'Kunsthistorisches Museum', 'Karlskirche, Vienna', 'Albertina', 'Naturhistorisches Museum', 'Hofburg Palace', 'Jesuit Church, Vienna', 'Schottenkirche, Vienna', 'Museum of Military History, Vienna', 'Vienna International Centre', 'Sigmund Freud Museum', 'Vienna Observatory', 'Augustinian Church, Vienna', 'Capuchin Church, Vienna', 'Prater', 'Millennium Tower', ""St. Peter's Church"", 'Leopold Museum', 'Haus der Musik', 'Rathaus, Vienna']",Tiered-Forest,"In Vienna, you should:

1. **See historic landmarks**: Schönbrunn Palace, St. Stephen's Cathedral, and the Hofburg.
2. **Experience culture**: Attend a performance at the Vienna State Opera or a classical music concert.
3. **Enjoy Viennese life**: Visit traditional coffeehouses and explore the Ringstrasse boulevard.

This combines imperial history, world-class arts, and the city's famous café culture.",True
WebQTest-111,webqsp,test,where is the carpathian mountain range located?,The Carpathian mountain range is located in Central and Eastern Europe.,['Europe'],Tiered-Forest,The Carpathian mountain range is located in Central and Eastern Europe.,True
WebQTest-673,webqsp,test,where did robert kardashian go to college?,Robert Kardashian went to the University of Southern California (USC) for college.,"['University of San Diego', 'University of San Diego School of Law', 'University of Southern California']",Tiered-Forest,Robert Kardashian went to the University of Southern California (USC) for college.,True
WebQTest-987,webqsp,test,what does barbara bush do for work?,"Barbara Bush was not employed in a traditional job or career. Her primary role was as a public figure, specifically serving as the First Lady of the United States (1989–1993), which is an unpaid position focused on advocacy and ceremony. She dedicated her work to promoting literacy and volunteering for various charitable causes.",['First Lady'],Tiered-Forest,"Barbara Bush was not employed in a traditional job or career. Her primary role was as a public figure, specifically serving as the First Lady of the United States (1989–1993), which is an unpaid position focused on advocacy and ceremony. She dedicated her work to promoting literacy and volunteering for various charitable causes.",True
WebQTest-773,webqsp,test,where is the sony ericsson company?,"Sony Ericsson was headquartered in Stockholm, Sweden, but the company is now defunct, having been merged into Sony Mobile.",['Minato'],Tiered-Forest,"Sony Ericsson was headquartered in Stockholm, Sweden, but the company is now defunct, having been merged into Sony Mobile.",False
WebQTest-1616,webqsp,test,what did shannon hoon die from?,Shannon Hoon died from a drug overdose.,['Drug overdose'],Tiered-Forest,Shannon Hoon died from a drug overdose.,True
WebQTest-874,webqsp,test,what language do people from bosnia speak?,"People from Bosnia primarily speak Bosnian, which is similar to Serbian and Croatian and is part of the South Slavic language family.","['Serbo-Croatian Language', 'Serbian language', 'Bosnian language', 'Croatian language']",Tiered-Forest,"People from Bosnia primarily speak Bosnian, which is similar to Serbian and Croatian and is part of the South Slavic language family.",False
WebQTest-766,webqsp,test,what is malaysian currency?,The Malaysian currency is the Malaysian Ringgit (MYR).,['Malaysian ringgit'],Tiered-Forest,The Malaysian currency is the Malaysian Ringgit (MYR).,True
WebQTest-1445,webqsp,test,what tv series did mark harmon star in?,"Mark Harmon starred in the TV series ""NCIS"" as Special Agent Leroy Jethro Gibbs.","['Chicago Hope', 'Centennial', 'From the Earth to the Moon', 'St. Elsewhere', 'Flamingo Road', 'NCIS', 'Eleanor and Franklin: The White House Years', 'Sam', '240-Robert', 'Charlie Grace', 'The Dream Merchants', 'Reasonable Doubts']",Tiered-Forest,"Mark Harmon starred in the TV series ""NCIS"" as Special Agent Leroy Jethro Gibbs.",True
WebQTest-153,webqsp,test,what are the sights to see in madrid?,"The sights to see in Madrid include the Royal Palace, Retiro Park, and the Prado Museum.","['El Escorial', 'Museo Nacional Del Prado', 'Museo Nacional Centro de Arte Reina Sofía', 'Summercase', 'Festimad', 'Buen Retiro Park', 'Royal Palace of Madrid', 'Almudena Cathedral', 'Sorolla Museum', 'Plaza de Cibeles', 'Madrid Arena', 'Paseo del Prado', 'Parque Warner Madrid', 'Thyssen-Bornemisza Museum', 'Temple of Debod', 'Puerta del Sol', 'Gran Vía', 'Madrid Marathon', 'Plaza Mayor, Madrid', 'La Vaguada', 'Museum of Lázaro Galdiano', 'Palace of la Bolsa de Madrid']",Tiered-Forest,"The sights to see in Madrid include the Royal Palace, Retiro Park, and the Prado Museum.",False
WebQTest-420,webqsp,test,where is perpignan located?,"Perpignan is located in the southern part of France, in the Pyrénées-Orientales department.","['Pyrénées-Orientales', 'France', 'Languedoc-Roussillon']",Tiered-Forest,"Perpignan is located in the southern part of France, in the Pyrénées-Orientales department.",True
WebQTest-1416,webqsp,test,what was franklin pierce famous for?,"Franklin Pierce is famous for being the 14th President of the United States, particularly for his support of the Kansas-Nebraska Act.",['US President'],Tiered-Forest,"Franklin Pierce is famous for being the 14th President of the United States, particularly for his support of the Kansas-Nebraska Act.",False
WebQTest-1748,webqsp,test,through which countries of the sahel does the niger river flow?,"The Niger River flows through Niger, Mali, and Benin in the Sahel region.","['Mali', 'Niger', 'Nigeria']",Tiered-Forest,"The Niger River flows through Niger, Mali, and Benin in the Sahel region.",True
WebQTest-354,webqsp,test,what art movement did leonardo da vinci belong to?,Leonardo da Vinci belonged to the High Renaissance art movement.,"['Pastel Art', 'High Renaissance']",Tiered-Forest,Leonardo da Vinci belonged to the High Renaissance art movement.,True
WebQTest-1392,webqsp,test,what the language spoken in indonesia?,The official language spoken in Indonesia is Indonesian (Bahasa Indonesia).,"['Sunda Language', 'Bali Language', 'Madura Language', 'Dutch Language', 'English Language', 'Javanese Language', 'Batak Language', 'Indonesian Language', 'Tobelo Language', 'Malay Language']",Tiered-Forest,The official language spoken in Indonesia is Indonesian (Bahasa Indonesia).,False
WebQTest-90,webqsp,test,who played on the jeffersons?,"The Jeffersons featured a cast including Sherman Hemsley as George Jefferson, Mahalia Jackson as Louise Jefferson, and John Amos as Georgette Jefferson's husband, Gerald.","['Sherman Hemsley', 'Isabel Sanford', 'Damon Evans', 'Berlinda Tolbert', 'Roxie Roker', 'Zara Cully', 'Marla Gibbs', 'Franklin Cover', 'Paul Benedict', 'Mike Evans', 'Jay Hammer']",Tiered-Forest,"The Jeffersons featured a cast including Sherman Hemsley as George Jefferson, Mahalia Jackson as Louise Jefferson, and John Amos as Georgette Jefferson's husband, Gerald.",True
WebQTest-1916,webqsp,test,what county is utica ny in?,"Utica, NY is in Oneida County.",['Oneida County'],Tiered-Forest,"Utica, NY is in Oneida County.",True
WebQTest-1489,webqsp,test,what character did billy d williams play in star wars?,"Billy D. Williams played the character of Gregori in the Star Wars universe, appearing in ""Star Wars: Episode III – Revenge of the Sith.""",['Lando Calrissian'],Tiered-Forest,"Billy D. Williams played the character of Gregori in the Star Wars universe, appearing in ""Star Wars: Episode III – Revenge of the Sith.""",False
